id,nom,type,responsable,budget,statut,nb_reunions,mois_depuis_activite,risque
2828,Partenaire_2828,Université,Responsable_23,1708499,Suspendue,4,19,40
2829,Partenaire_2829,Université,Responsable_11,1886718,Terminée,12,9,0
2830,Partenaire_2830,Institution,Responsable_20,876848,Suspendue,7,9,0
2831,Partenaire_2831,Association,Responsable_16,2318046,Suspendue,3,4,0
2832,Partenaire_2832,Université,Responsable_11,411082,Active,18,18,40
2833,Partenaire_2833,Entreprise,Responsable_32,2409658,Active,11,14,40
2834,Partenaire_2834,Université,Responsable_44,1311889,Active,2,0,30
2835,Partenaire_2835,Entreprise,Responsable_15,2495603,En attente,19,4,0
2836,Partenaire_2836,Association,Responsable_35,535529,Terminée,10,20,40
2837,Partenaire_2837,Université,Responsable_29,4300821,Terminée,4,1,20
2838,Partenaire_2838,Entreprise,Responsable_16,2517298,Terminée,16,14,40
2839,Partenaire_2839,Institution,Responsable_43,2552259,Suspendue,14,4,0
2840,Partenaire_2840,Université,Responsable_16,675606,Terminée,10,22,40
2841,Partenaire_2841,Entreprise,Responsable_12,474213,Active,4,12,0
2842,Partenaire_2842,Association,Responsable_41,4174113,Suspendue,3,3,20
2843,Partenaire_2843,Association,Responsable_44,4033082,Active,1,0,50
2844,Partenaire_2844,Université,Responsable_2,454600,En attente,2,24,70
2845,Partenaire_2845,Institution,Responsable_39,2957635,Active,11,6,0
2846,Partenaire_2846,Entreprise,Responsable_46,2884738,En attente,3,1,0
2847,Partenaire_2847,Université,Responsable_50,4555867,Suspendue,6,1,20
2848,Partenaire_2848,Association,Responsable_39,3103692,En attente,5,6,20
2849,Partenaire_2849,Université,Responsable_7,3666029,Active,17,10,20
2850,Partenaire_2850,Entreprise,Responsable_18,4987796,En attente,13,17,60
2851,Partenaire_2851,Association,Responsable_37,4077758,Suspendue,9,8,20
2852,Partenaire_2852,Institution,Responsable_22,2035246,En attente,16,19,40
2853,Partenaire_2853,Entreprise,Responsable_46,3772105,Active,12,21,60
2854,Partenaire_2854,Université,Responsable_42,1158588,Terminée,15,0,0
2855,Partenaire_2855,Institution,Responsable_25,4251262,Terminée,9,9,20
2856,Partenaire_2856,Association,Responsable_26,3213616,Active,9,23,60
2857,Partenaire_2857,Institution,Responsable_22,650832,Suspendue,9,14,40
2858,Partenaire_2858,Institution,Responsable_20,3357112,Active,16,19,60
2859,Partenaire_2859,Université,Responsable_18,1902306,Active,0,4,30
2860,Partenaire_2860,Association,Responsable_10,456498,Terminée,10,2,0
2861,Partenaire_2861,Institution,Responsable_41,2750510,En attente,10,20,40
2862,Partenaire_2862,Institution,Responsable_10,386345,En attente,17,17,40
2863,Partenaire_2863,Association,Responsable_19,2703827,Terminée,20,22,40
2864,Partenaire_2864,Association,Responsable_16,460271,En attente,10,4,0
2865,Partenaire_2865,Institution,Responsable_7,1843691,Suspendue,13,11,0
2866,Partenaire_2866,Association,Responsable_36,455159,En attente,3,3,0
2867,Partenaire_2867,Entreprise,Responsable_49,4573439,En attente,13,5,20
2868,Partenaire_2868,Institution,Responsable_28,1608072,Active,20,16,40
2869,Partenaire_2869,Association,Responsable_7,1030908,Suspendue,3,24,40
2870,Partenaire_2870,Entreprise,Responsable_41,1373830,En attente,4,16,40
2871,Partenaire_2871,Entreprise,Responsable_6,4756915,En attente,12,10,20
2872,Partenaire_2872,Université,Responsable_33,4416018,Terminée,13,22,60
2873,Partenaire_2873,Institution,Responsable_47,900938,Terminée,7,17,40
2874,Partenaire_2874,Université,Responsable_37,4544579,Terminée,4,11,20
2875,Partenaire_2875,Université,Responsable_46,442622,Suspendue,9,6,0
2876,Partenaire_2876,Institution,Responsable_39,3129637,Active,9,10,20
2877,Partenaire_2877,Entreprise,Responsable_9,2315242,Suspendue,19,7,0
2878,Partenaire_2878,Institution,Responsable_20,2498156,Active,0,22,70
2879,Partenaire_2879,Institution,Responsable_45,927078,Suspendue,9,7,0
2880,Partenaire_2880,Association,Responsable_45,3483182,Active,6,7,20
2881,Partenaire_2881,Université,Responsable_39,3295464,Active,13,3,20
2882,Partenaire_2882,Institution,Responsable_44,672421,Active,11,1,0
2883,Partenaire_2883,Association,Responsable_40,4130488,Active,18,7,20
2884,Partenaire_2884,Institution,Responsable_48,3334238,Terminée,8,5,20
2885,Partenaire_2885,Entreprise,Responsable_28,2373542,Active,20,0,0
2886,Partenaire_2886,Association,Responsable_15,4250880,Terminée,2,0,50
2887,Partenaire_2887,Entreprise,Responsable_38,527150,Active,7,11,0
2888,Partenaire_2888,Entreprise,Responsable_26,2306403,En attente,12,6,0
2889,Partenaire_2889,Institution,Responsable_14,1184848,Suspendue,17,1,0
2890,Partenaire_2890,Entreprise,Responsable_31,2224449,Active,11,19,40
2891,Partenaire_2891,Institution,Responsable_39,2712531,En attente,9,7,0
2892,Partenaire_2892,Université,Responsable_29,743933,Suspendue,8,4,0
2893,Partenaire_2893,Association,Responsable_1,239973,Terminée,3,12,0
2894,Partenaire_2894,Association,Responsable_35,3737887,Active,15,15,60
2895,Partenaire_2895,Université,Responsable_34,3456098,En attente,19,16,60
2896,Partenaire_2896,Association,Responsable_16,842044,En attente,11,15,40
2897,Partenaire_2897,Association,Responsable_37,620468,Terminée,4,7,0
2898,Partenaire_2898,Institution,Responsable_25,4258216,En attente,10,4,20
2899,Partenaire_2899,Institution,Responsable_43,2622723,Terminée,4,19,40
2900,Partenaire_2900,Association,Responsable_36,2377021,Terminée,6,2,0
2901,Partenaire_2901,Entreprise,Responsable_2,2228688,Suspendue,0,21,70
2902,Partenaire_2902,Entreprise,Responsable_45,547679,En attente,18,22,40
2903,Partenaire_2903,Université,Responsable_30,1114341,Active,11,11,0
2904,Partenaire_2904,Entreprise,Responsable_37,2309627,Active,18,10,0
2905,Partenaire_2905,Entreprise,Responsable_8,1836920,Suspendue,8,10,0
2906,Partenaire_2906,Institution,Responsable_23,4077536,Active,19,2,20
2907,Partenaire_2907,Université,Responsable_4,4211855,Active,18,3,20
2908,Partenaire_2908,Entreprise,Responsable_34,692792,Active,0,2,30
2909,Partenaire_2909,Institution,Responsable_43,2723777,Suspendue,1,9,30
2910,Partenaire_2910,Université,Responsable_26,1171259,En attente,10,14,40
2911,Partenaire_2911,Université,Responsable_9,3948717,Active,5,2,20
2912,Partenaire_2912,Université,Responsable_17,128334,Suspendue,18,16,40
2913,Partenaire_2913,Institution,Responsable_26,1251164,Suspendue,0,7,30
2914,Partenaire_2914,Université,Responsable_4,1585666,Suspendue,14,12,0
2915,Partenaire_2915,Université,Responsable_16,1890571,Terminée,16,24,40
2916,Partenaire_2916,Entreprise,Responsable_23,4899032,En attente,17,8,20
2917,Partenaire_2917,Université,Responsable_26,2991655,En attente,10,23,40
2918,Partenaire_2918,Entreprise,Responsable_9,1233571,Terminée,0,24,70
2919,Partenaire_2919,Université,Responsable_28,3608639,Suspendue,17,0,20
2920,Partenaire_2920,Université,Responsable_8,1791001,En attente,11,15,40
2921,Partenaire_2921,Association,Responsable_3,2465158,Terminée,14,6,0
2922,Partenaire_2922,Association,Responsable_43,2293156,En attente,11,1,0
2923,Partenaire_2923,Université,Responsable_11,3318665,Suspendue,18,14,60
2924,Partenaire_2924,Université,Responsable_33,1109433,En attente,11,24,40
2925,Partenaire_2925,Association,Responsable_8,3130373,Active,0,18,90
2926,Partenaire_2926,Association,Responsable_28,3749932,Terminée,20,15,60
2927,Partenaire_2927,Institution,Responsable_50,3082412,En attente,8,1,20
2928,Partenaire_2928,Institution,Responsable_38,302035,Active,0,3,30
2929,Partenaire_2929,Association,Responsable_17,2233377,Suspendue,19,4,0
2930,Partenaire_2930,Entreprise,Responsable_50,1176208,Terminée,7,10,0
2931,Partenaire_2931,Entreprise,Responsable_35,4511985,Suspendue,9,13,60
2932,Partenaire_2932,Entreprise,Responsable_36,3185586,Suspendue,2,7,50
2933,Partenaire_2933,Association,Responsable_44,2131086,Suspendue,5,11,0
2934,Partenaire_2934,Université,Responsable_21,3848492,Active,6,20,60
2935,Partenaire_2935,Entreprise,Responsable_34,1402125,Suspendue,10,21,40
2936,Partenaire_2936,Université,Responsable_27,4022027,En attente,19,18,60
2937,Partenaire_2937,Entreprise,Responsable_15,4247368,Terminée,17,22,60
2938,Partenaire_2938,Institution,Responsable_13,1749661,Suspendue,2,10,30
2939,Partenaire_2939,Association,Responsable_8,1943043,Suspendue,8,8,0
2940,Partenaire_2940,Institution,Responsable_48,4429126,Terminée,0,15,90
2941,Partenaire_2941,Association,Responsable_2,1930004,En attente,17,11,0
2942,Partenaire_2942,Association,Responsable_48,4532447,Suspendue,20,13,60
2943,Partenaire_2943,Université,Responsable_13,4602995,Suspendue,10,5,20
2944,Partenaire_2944,Université,Responsable_25,4776272,Active,19,8,20
2945,Partenaire_2945,Institution,Responsable_50,1125495,Terminée,2,8,30
2946,Partenaire_2946,Association,Responsable_10,2814477,Suspendue,19,2,0
2947,Partenaire_2947,Association,Responsable_1,2626210,En attente,15,5,0
2948,Partenaire_2948,Entreprise,Responsable_12,1608199,En attente,4,0,0
2949,Partenaire_2949,Institution,Responsable_48,1763129,Suspendue,5,23,40
2950,Partenaire_2950,Entreprise,Responsable_21,1293279,En attente,0,7,30
2951,Partenaire_2951,Association,Responsable_23,4611684,Suspendue,8,18,60
2952,Partenaire_2952,Institution,Responsable_1,3376233,Suspendue,12,20,60
2953,Partenaire_2953,Institution,Responsable_25,135018,Active,7,21,40
2954,Partenaire_2954,Entreprise,Responsable_46,3070052,Terminée,0,2,50
2955,Partenaire_2955,Institution,Responsable_17,507403,En attente,16,17,40
2956,Partenaire_2956,Entreprise,Responsable_34,4179020,Terminée,12,23,60
2957,Partenaire_2957,Association,Responsable_16,2089121,Active,6,10,0
2958,Partenaire_2958,Association,Responsable_30,3073121,Terminée,4,22,60
2959,Partenaire_2959,Entreprise,Responsable_2,2898441,Terminée,14,19,40
2960,Partenaire_2960,Association,Responsable_32,972578,Active,18,20,40
2961,Partenaire_2961,Université,Responsable_32,948792,Suspendue,6,5,0
2962,Partenaire_2962,Institution,Responsable_20,4203379,Suspendue,4,8,20
2963,Partenaire_2963,Association,Responsable_49,74778,En attente,20,12,0
2964,Partenaire_2964,Université,Responsable_21,4761777,En attente,19,12,20
2965,Partenaire_2965,Association,Responsable_37,4561069,Terminée,1,15,90
2966,Partenaire_2966,Association,Responsable_41,4049559,En attente,18,12,20
2967,Partenaire_2967,Institution,Responsable_25,4772910,Suspendue,1,15,90
2968,Partenaire_2968,Entreprise,Responsable_15,2317002,En attente,20,18,40
2969,Partenaire_2969,Association,Responsable_7,1676707,Suspendue,15,22,40
2970,Partenaire_2970,Entreprise,Responsable_3,2368993,En attente,3,24,40
2971,Partenaire_2971,Association,Responsable_2,4805796,Active,1,3,50
2972,Partenaire_2972,Université,Responsable_19,3809324,En attente,2,14,90
2973,Partenaire_2973,Association,Responsable_3,1311561,En attente,10,11,0
2974,Partenaire_2974,Entreprise,Responsable_36,1186628,Suspendue,19,16,40
2975,Partenaire_2975,Entreprise,Responsable_33,762477,En attente,4,5,0
2976,Partenaire_2976,Association,Responsable_32,4791909,En attente,3,14,60
2977,Partenaire_2977,Institution,Responsable_12,3249652,Suspendue,9,11,20
2978,Partenaire_2978,Université,Responsable_42,682177,En attente,17,6,0
2979,Partenaire_2979,Entreprise,Responsable_38,940316,En attente,13,17,40
2980,Partenaire_2980,Association,Responsable_50,4067846,Active,3,1,20
2981,Partenaire_2981,Association,Responsable_12,605015,Suspendue,7,23,40
2982,Partenaire_2982,Entreprise,Responsable_22,785957,En attente,15,13,40
2983,Partenaire_2983,Entreprise,Responsable_47,1415053,En attente,1,15,70
2984,Partenaire_2984,Entreprise,Responsable_23,2759867,Suspendue,19,20,40
2985,Partenaire_2985,Association,Responsable_16,4436268,En attente,19,2,20
2986,Partenaire_2986,Entreprise,Responsable_11,1931692,Suspendue,2,14,70
2987,Partenaire_2987,Université,Responsable_25,443687,Terminée,14,16,40
2988,Partenaire_2988,Association,Responsable_48,1375630,Active,17,20,40
2989,Partenaire_2989,Institution,Responsable_8,2288288,Suspendue,0,14,70
2990,Partenaire_2990,Université,Responsable_26,2586594,Active,4,0,0
2991,Partenaire_2991,Institution,Responsable_36,2688371,Active,6,24,40
2992,Partenaire_2992,Association,Responsable_8,3533216,Active,0,6,50
2993,Partenaire_2993,Institution,Responsable_33,1179754,En attente,12,20,40
2994,Partenaire_2994,Institution,Responsable_21,2185312,Active,2,14,70
2995,Partenaire_2995,Institution,Responsable_2,4440260,En attente,9,15,60
2996,Partenaire_2996,Institution,Responsable_19,3950446,Suspendue,12,4,20
2997,Partenaire_2997,Université,Responsable_26,1913715,En attente,4,21,40
2998,Partenaire_2998,Association,Responsable_17,2573302,Suspendue,8,18,40
2999,Partenaire_2999,Association,Responsable_37,3954367,Terminée,2,3,50
3000,Partenaire_3000,Entreprise,Responsable_1,3187038,En attente,11,17,60
3001,Partenaire_3001,Institution,Responsable_23,2609651,Suspendue,19,15,40
3002,Partenaire_3002,Institution,Responsable_48,4745887,En attente,3,12,20
3003,Partenaire_3003,Institution,Responsable_30,2591498,En attente,14,9,0
3004,Partenaire_3004,Association,Responsable_34,614918,Suspendue,15,18,40
3005,Partenaire_3005,Entreprise,Responsable_1,3869114,En attente,11,23,60
3006,Partenaire_3006,Université,Responsable_13,2127898,En attente,9,1,0
3007,Partenaire_3007,Entreprise,Responsable_20,3344750,Active,18,4,20
3008,Partenaire_3008,Université,Responsable_21,184327,Suspendue,6,24,40
3009,Partenaire_3009,Entreprise,Responsable_29,3976232,En attente,16,0,20
3010,Partenaire_3010,Université,Responsable_36,1606550,Terminée,4,2,0
3011,Partenaire_3011,Entreprise,Responsable_19,989349,En attente,18,18,40
3012,Partenaire_3012,Institution,Responsable_32,3706909,Terminée,2,10,50
3013,Partenaire_3013,Institution,Responsable_22,1702768,Terminée,11,4,0
3014,Partenaire_3014,Institution,Responsable_21,2907478,Suspendue,17,12,0
3015,Partenaire_3015,Association,Responsable_3,4291159,Active,8,1,20
3016,Partenaire_3016,Association,Responsable_11,1973292,Terminée,7,10,0
3017,Partenaire_3017,Association,Responsable_35,2937769,Active,10,20,40
3018,Partenaire_3018,Entreprise,Responsable_39,3519958,Suspendue,19,10,20
3019,Partenaire_3019,Entreprise,Responsable_34,1756143,En attente,10,6,0
3020,Partenaire_3020,Université,Responsable_44,1529892,Suspendue,10,22,40
3021,Partenaire_3021,Université,Responsable_17,310883,Suspendue,4,9,0
3022,Partenaire_3022,Institution,Responsable_40,2889629,En attente,15,13,40
3023,Partenaire_3023,Association,Responsable_13,1385012,Active,17,9,0
3024,Partenaire_3024,Université,Responsable_16,3166556,Active,13,13,60
3025,Partenaire_3025,Association,Responsable_28,729158,Suspendue,1,2,30
3026,Partenaire_3026,Entreprise,Responsable_29,3653245,Suspendue,15,10,20
3027,Partenaire_3027,Université,Responsable_39,2149738,Active,20,22,40
3028,Partenaire_3028,Entreprise,Responsable_12,4787673,Active,20,8,20
3029,Partenaire_3029,Entreprise,Responsable_46,1033778,En attente,3,14,40
3030,Partenaire_3030,Institution,Responsable_38,349115,Active,5,19,40
3031,Partenaire_3031,Entreprise,Responsable_17,265343,Active,11,22,40
3032,Partenaire_3032,Entreprise,Responsable_10,3799157,Active,20,21,60
3033,Partenaire_3033,Entreprise,Responsable_7,1121784,Terminée,4,9,0
3034,Partenaire_3034,Institution,Responsable_26,4336331,Active,9,0,20
3035,Partenaire_3035,Entreprise,Responsable_1,274204,Suspendue,18,1,0
3036,Partenaire_3036,Entreprise,Responsable_39,1511216,Suspendue,6,12,0
3037,Partenaire_3037,Université,Responsable_13,3211510,En attente,9,24,60
3038,Partenaire_3038,Association,Responsable_22,2960189,Active,2,19,70
3039,Partenaire_3039,Université,Responsable_32,760999,Suspendue,7,18,40
3040,Partenaire_3040,Association,Responsable_36,2208970,Terminée,6,14,40
3041,Partenaire_3041,Association,Responsable_1,824328,Suspendue,13,4,0
3042,Partenaire_3042,Université,Responsable_11,4024826,Active,17,17,60
3043,Partenaire_3043,Université,Responsable_37,3963909,Suspendue,5,5,20
3044,Partenaire_3044,Université,Responsable_33,362928,Active,5,13,40
3045,Partenaire_3045,Université,Responsable_1,3783624,Suspendue,5,3,20
3046,Partenaire_3046,Entreprise,Responsable_12,813918,En attente,10,18,40
3047,Partenaire_3047,Université,Responsable_9,3188463,Active,2,22,90
3048,Partenaire_3048,Université,Responsable_17,4980553,Active,19,7,20
3049,Partenaire_3049,Institution,Responsable_26,3855025,En attente,18,14,60
3050,Partenaire_3050,Entreprise,Responsable_44,3919125,Active,18,18,60
3051,Partenaire_3051,Université,Responsable_3,1308396,Suspendue,6,2,0
3052,Partenaire_3052,Institution,Responsable_19,2483889,Active,19,18,40
3053,Partenaire_3053,Université,Responsable_50,3582630,Active,20,13,60
3054,Partenaire_3054,Institution,Responsable_28,310068,En attente,15,7,0
3055,Partenaire_3055,Entreprise,Responsable_9,1747379,En attente,5,6,0
3056,Partenaire_3056,Université,Responsable_39,4455337,Terminée,11,16,60
3057,Partenaire_3057,Institution,Responsable_8,1803891,Active,14,24,40
3058,Partenaire_3058,Université,Responsable_34,3401788,Suspendue,6,8,20
3059,Partenaire_3059,Institution,Responsable_14,1532098,Suspendue,4,22,40
3060,Partenaire_3060,Association,Responsable_13,4009990,Active,17,9,20
3061,Partenaire_3061,Institution,Responsable_1,204367,Terminée,11,13,40
3062,Partenaire_3062,Institution,Responsable_30,2779051,Suspendue,4,16,40
3063,Partenaire_3063,Institution,Responsable_46,4329903,Terminée,9,21,60
3064,Partenaire_3064,Association,Responsable_25,1629291,Active,20,6,0
3065,Partenaire_3065,Institution,Responsable_9,1899491,Terminée,6,14,40
3066,Partenaire_3066,Association,Responsable_50,3373354,Suspendue,18,10,20
3067,Partenaire_3067,Association,Responsable_41,4133066,Terminée,15,15,60
3068,Partenaire_3068,Université,Responsable_22,4409653,Suspendue,11,9,20
3069,Partenaire_3069,Institution,Responsable_8,81625,En attente,14,3,0
3070,Partenaire_3070,Association,Responsable_17,530272,En attente,6,17,40
3071,Partenaire_3071,Université,Responsable_8,2924175,Terminée,18,16,40
3072,Partenaire_3072,Entreprise,Responsable_21,4485095,Suspendue,12,19,60
3073,Partenaire_3073,Entreprise,Responsable_41,803793,Terminée,10,10,0
3074,Partenaire_3074,Association,Responsable_50,921540,Active,12,0,0
3075,Partenaire_3075,Association,Responsable_31,4803800,En attente,15,4,20
3076,Partenaire_3076,Entreprise,Responsable_24,535148,Terminée,10,4,0
3077,Partenaire_3077,Entreprise,Responsable_31,677883,Active,1,22,70
3078,Partenaire_3078,Association,Responsable_26,2429083,Active,16,20,40
3079,Partenaire_3079,Entreprise,Responsable_21,231026,Active,20,23,40
3080,Partenaire_3080,Université,Responsable_30,2979310,Suspendue,16,15,40
3081,Partenaire_3081,Association,Responsable_14,3336755,Suspendue,6,3,20
3082,Partenaire_3082,Association,Responsable_39,4724144,Suspendue,5,1,20
3083,Partenaire_3083,Université,Responsable_14,197439,En attente,19,4,0
3084,Partenaire_3084,Entreprise,Responsable_48,1276434,En attente,19,3,0
3085,Partenaire_3085,Université,Responsable_18,3449465,Suspendue,12,12,20
3086,Partenaire_3086,Institution,Responsable_33,4319209,Terminée,17,11,20
3087,Partenaire_3087,Université,Responsable_45,2247221,Suspendue,10,10,0
3088,Partenaire_3088,Université,Responsable_33,2979668,Suspendue,4,13,40
3089,Partenaire_3089,Institution,Responsable_5,2693824,En attente,9,16,40
3090,Partenaire_3090,Entreprise,Responsable_17,108359,En attente,4,0,0
3091,Partenaire_3091,Entreprise,Responsable_36,4548894,En attente,11,5,20
3092,Partenaire_3092,Entreprise,Responsable_33,4196552,En attente,3,9,20
3093,Partenaire_3093,Université,Responsable_10,3420287,Suspendue,11,9,20
3094,Partenaire_3094,Institution,Responsable_11,441772,Terminée,17,16,40
3095,Partenaire_3095,Entreprise,Responsable_32,3162334,Suspendue,11,11,20
3096,Partenaire_3096,Entreprise,Responsable_8,4348788,Terminée,7,0,20
3097,Partenaire_3097,Université,Responsable_9,3933054,Suspendue,1,22,90
3098,Partenaire_3098,Institution,Responsable_23,4753508,En attente,9,12,20
3099,Partenaire_3099,Institution,Responsable_5,2143265,Terminée,14,4,0
3100,Partenaire_3100,Entreprise,Responsable_2,4563852,Suspendue,4,11,20
3101,Partenaire_3101,Institution,Responsable_44,1601553,Suspendue,17,20,40
3102,Partenaire_3102,Institution,Responsable_11,2343595,Active,13,1,0
3103,Partenaire_3103,Université,Responsable_2,1575507,Suspendue,13,17,40
3104,Partenaire_3104,Université,Responsable_38,1076139,Suspendue,19,18,40
3105,Partenaire_3105,Université,Responsable_27,2519991,En attente,17,20,40
3106,Partenaire_3106,Association,Responsable_35,926143,Suspendue,19,8,0
3107,Partenaire_3107,Institution,Responsable_34,1292337,Terminée,20,9,0
3108,Partenaire_3108,Entreprise,Responsable_35,1926894,Active,7,10,0
3109,Partenaire_3109,Entreprise,Responsable_39,3696734,Suspendue,15,6,20
3110,Partenaire_3110,Entreprise,Responsable_29,3074581,En attente,14,22,60
3111,Partenaire_3111,Association,Responsable_6,2449190,Terminée,3,4,0
3112,Partenaire_3112,Association,Responsable_24,1669573,Terminée,17,2,0
3113,Partenaire_3113,Université,Responsable_32,1178326,Active,7,2,0
3114,Partenaire_3114,Institution,Responsable_22,1584741,Terminée,5,23,40
3115,Partenaire_3115,Université,Responsable_19,2526360,En attente,2,6,30
3116,Partenaire_3116,Entreprise,Responsable_18,956295,En attente,14,15,40
3117,Partenaire_3117,Entreprise,Responsable_10,1541705,Active,16,19,40
3118,Partenaire_3118,Institution,Responsable_38,4177767,Terminée,2,14,90
3119,Partenaire_3119,Entreprise,Responsable_8,1432077,Suspendue,20,1,0
3120,Partenaire_3120,Institution,Responsable_12,4418492,En attente,9,14,60
3121,Partenaire_3121,Institution,Responsable_28,3520953,En attente,1,6,50
3122,Partenaire_3122,Université,Responsable_20,3911137,Suspendue,5,18,60
3123,Partenaire_3123,Université,Responsable_17,1002937,Terminée,13,16,40
3124,Partenaire_3124,Institution,Responsable_20,3206823,Active,19,22,60
3125,Partenaire_3125,Entreprise,Responsable_38,1069817,Terminée,2,24,70
3126,Partenaire_3126,Université,Responsable_5,161498,Suspendue,20,24,40
3127,Partenaire_3127,Institution,Responsable_23,1693237,Terminée,14,12,0
3128,Partenaire_3128,Université,Responsable_5,4632366,En attente,10,1,20
3129,Partenaire_3129,Institution,Responsable_41,1587682,Suspendue,5,17,40
3130,Partenaire_3130,Université,Responsable_1,4811954,Suspendue,3,18,60
3131,Partenaire_3131,Entreprise,Responsable_28,3678568,Terminée,1,13,90
3132,Partenaire_3132,Université,Responsable_10,2969924,En attente,15,16,40
3133,Partenaire_3133,Université,Responsable_43,4178730,Suspendue,2,24,90
3134,Partenaire_3134,Université,Responsable_11,2569203,En attente,11,20,40
3135,Partenaire_3135,Entreprise,Responsable_35,1149174,Terminée,13,20,40
3136,Partenaire_3136,Association,Responsable_1,2591870,Active,3,9,0
3137,Partenaire_3137,Entreprise,Responsable_2,1391588,En attente,1,4,30
3138,Partenaire_3138,Université,Responsable_40,1615763,Terminée,10,8,0
3139,Partenaire_3139,Entreprise,Responsable_30,4452215,Active,13,12,20
3140,Partenaire_3140,Association,Responsable_6,4559434,En attente,6,0,20
3141,Partenaire_3141,Entreprise,Responsable_48,743058,Suspendue,19,3,0
3142,Partenaire_3142,Entreprise,Responsable_31,2199425,Terminée,15,22,40
3143,Partenaire_3143,Institution,Responsable_12,533996,En attente,19,7,0
3144,Partenaire_3144,Institution,Responsable_30,677490,En attente,1,23,70
3145,Partenaire_3145,Institution,Responsable_48,2078379,Suspendue,3,22,40
3146,Partenaire_3146,Association,Responsable_8,3014147,Terminée,6,24,60
3147,Partenaire_3147,Université,Responsable_48,4119545,En attente,19,19,60
3148,Partenaire_3148,Institution,Responsable_40,1837443,Active,19,23,40
3149,Partenaire_3149,Université,Responsable_12,4605971,En attente,7,15,60
3150,Partenaire_3150,Association,Responsable_39,316030,Active,12,17,40
3151,Partenaire_3151,Institution,Responsable_4,1311900,En attente,12,15,40
3152,Partenaire_3152,Institution,Responsable_17,3091757,Terminée,11,9,20
3153,Partenaire_3153,Université,Responsable_39,465609,Terminée,2,15,70
3154,Partenaire_3154,Université,Responsable_23,3523678,Suspendue,4,7,20
3155,Partenaire_3155,Association,Responsable_5,2056572,Suspendue,8,4,0
3156,Partenaire_3156,Entreprise,Responsable_1,1883491,Suspendue,17,23,40
3157,Partenaire_3157,Association,Responsable_25,3675637,En attente,17,24,60
3158,Partenaire_3158,Entreprise,Responsable_30,1546794,Suspendue,10,15,40
3159,Partenaire_3159,Association,Responsable_39,2899067,Terminée,20,24,40
3160,Partenaire_3160,Institution,Responsable_27,874497,Suspendue,4,3,0
3161,Partenaire_3161,Institution,Responsable_46,2461203,Suspendue,10,9,0
3162,Partenaire_3162,Association,Responsable_23,4336460,Active,12,15,60
3163,Partenaire_3163,Association,Responsable_5,2938021,Suspendue,13,2,0
3164,Partenaire_3164,Université,Responsable_48,2665055,Suspendue,18,21,40
3165,Partenaire_3165,Université,Responsable_34,900376,Terminée,19,5,0
3166,Partenaire_3166,Institution,Responsable_32,1324493,En attente,19,5,0
3167,Partenaire_3167,Association,Responsable_27,622295,Suspendue,3,17,40
3168,Partenaire_3168,Entreprise,Responsable_48,465148,En attente,14,17,40
3169,Partenaire_3169,Association,Responsable_6,826987,Suspendue,13,17,40
3170,Partenaire_3170,Université,Responsable_39,672613,Suspendue,4,15,40
3171,Partenaire_3171,Entreprise,Responsable_10,3045133,Terminée,20,18,60
3172,Partenaire_3172,Institution,Responsable_21,1337769,En attente,3,9,0
3173,Partenaire_3173,Association,Responsable_14,387534,Active,5,18,40
3174,Partenaire_3174,Association,Responsable_42,4039279,Suspendue,9,5,20
3175,Partenaire_3175,Association,Responsable_7,4382453,Suspendue,1,18,90
3176,Partenaire_3176,Entreprise,Responsable_2,3182803,Suspendue,1,9,50
3177,Partenaire_3177,Entreprise,Responsable_11,934000,Active,8,6,0
3178,Partenaire_3178,Entreprise,Responsable_16,1234307,En attente,1,1,30
3179,Partenaire_3179,Entreprise,Responsable_25,2771661,Terminée,5,7,0
3180,Partenaire_3180,Université,Responsable_35,4597128,Terminée,0,5,50
3181,Partenaire_3181,Université,Responsable_21,4829179,Active,20,9,20
3182,Partenaire_3182,Association,Responsable_46,2855541,Suspendue,14,4,0
3183,Partenaire_3183,Institution,Responsable_48,4776757,Active,16,14,60
3184,Partenaire_3184,Université,Responsable_5,3176525,Terminée,3,19,60
3185,Partenaire_3185,Association,Responsable_13,216684,Terminée,7,18,40
3186,Partenaire_3186,Entreprise,Responsable_22,479376,Suspendue,18,17,40
3187,Partenaire_3187,Entreprise,Responsable_45,2871915,Suspendue,12,9,0
3188,Partenaire_3188,Entreprise,Responsable_21,4554896,Terminée,8,18,60
3189,Partenaire_3189,Institution,Responsable_42,145482,Suspendue,13,22,40
3190,Partenaire_3190,Institution,Responsable_40,824539,Suspendue,2,12,30
3191,Partenaire_3191,Association,Responsable_36,2377004,En attente,5,12,0
3192,Partenaire_3192,Université,Responsable_7,2646705,Active,16,12,0
3193,Partenaire_3193,Association,Responsable_20,4534825,Terminée,17,14,60
3194,Partenaire_3194,Entreprise,Responsable_3,2237443,Active,5,6,0
3195,Partenaire_3195,Entreprise,Responsable_9,2425338,Suspendue,18,15,40
3196,Partenaire_3196,Université,Responsable_34,88064,Active,8,24,40
3197,Partenaire_3197,Université,Responsable_18,4009191,Terminée,14,5,20
3198,Partenaire_3198,Université,Responsable_37,1224379,Suspendue,6,23,40
3199,Partenaire_3199,Institution,Responsable_26,1679973,Active,7,12,0
3200,Partenaire_3200,Institution,Responsable_49,1054613,Terminée,20,19,40
